1;Wikipedia:Administrator intervention against vandalism;4;18321;371616
2;Wikipedia:Sandbox;4;14480;36178
3;Wikipedia:WikiProject Spam/LinkReports;4;11691;15234
4;Wikipedia:Administrators' noticeboard/Incidents;4;9710;242552
5;User:Cyde/List of candidates for speedy deletion/Subpage;2;8333;59163
6;Wikipedia:Administrators' noticeboard;4;5265;97200
7;Wikipedia:Requests for page protection;4;4046;97514
8;Wikipedia:Reference desk/Miscellaneous;4;3905;132939
9;Template talk:Did you know;11;3726;65685
10;Wikipedia:Administrator intervention against vandalism/TB2;4;3613;37294
11;Wikipedia:Reference desk/Science;4;3427;124442
12;Wikipedia:Help desk;4;3307;112141
13;Wikipedia:Reference desk/Humanities;4;3048;97499
14;Wikipedia:Usernames for administrator attention;4;2975;38407
15;2008 Sichuan earthquake;0;2966;2966
16;Wikipedia:Suspected copyright violations;4;2580;37364
17;Wikipedia:Open proxy detection;4;2297;22573
18;Talk:Expelled: No Intelligence Allowed;1;2228;5757
19;Wikipedia:Usernames for administrator attention/Bot;4;2215;24076
20;User:Cyde/List of current proposed deletions;2;1778;28639
21;Wikipedia:Reference desk/Computing;4;1696;42040
22;Talk:Main Page;1;1694;67937
23;Deaths in 2008;0;1679;8180
24;Wikipedia:Reference desk/Language;4;1638;47241
25;Wikipedia talk:Requests for adminship;5;1595;31114
26;User:SQL/Blanked;2;1588;4913
27;Wikipedia talk:Manual of Style (dates and numbers);5;1571;13981
27;Grand Theft Auto IV;0;1571;7309
29;Wikipedia:Tutorial (Editing)/sandbox;4;1546;46621
30;Wikipedia:Changing username;4;1541;24761
31;Uxbridge, Massachusetts;0;1488;4649
32;Wikipedia:Requested moves;4;1455;46532
33;Grand Theft Auto IV soundtrack;0;1443;1935
34;Wikipedia:Village pump (proposals);4;1375;28727
35;User:VeblenBot/PERtable;2;1360;17020
36;Wikipedia:Good article nominations;4;1356;31466
36;Template:Did you know/Next update;10;1356;16250
38;Iron Man (film);0;1337;2831
39;Wikipedia:Village pump (technical);4;1307;38091
40;Talk:Grand Theft Auto IV;1;1306;2726
41;Wikipedia:Requests for arbitration;4;1292;44333
42;Fritzl case;0;1284;1284
43;Cyclone Nargis;0;1239;1240
44;Talk:International reaction to the 2008 Kosovo declaration of independence;1;1189;6661
45;User talk:Keeper76;3;1174;2774
46;User:Cyde/List of requests for unblock;2;1171;18572
47;Wikipedia:Reference desk/Mathematics;4;1168;30381
48;Wikipedia:Village pump (policy);4;1110;41356
49;Wikipedia:Administrators' noticeboard/3RR;4;1108;39790
50;Talk:Chiropractic;1;1094;7595
51;American Idol;0;1075;8795
51;Wikipedia talk:Good articles;5;1075;3143
53;Wikipedia:Administrators' noticeboard/Arbitration enforcement;4;1063;8998
54;User:STBotI/BADUSER;2;1057;4637
55;Talk:Centrifugal force;1;1048;1664
56;America's Next Top Model, Cycle 10;0;984;3835
57;User talk:SandyGeorgia;3;978;9749
58;2008 Indian Premier League;0;977;1144
59;Wikipedia:In the news section on the Main Page/Candidates;4;976;14552
60;Wikipedia talk:WikiProject Video games;5;974;10564
61;Wikipedia:Reference desk/Entertainment;4;944;12147
62;Wikipedia:Introduction;4;928;129683
62;Talk:British Isles;1;928;7079
64;Talk:Divine Light Mission;1;919;1939
65;Wikipedia:Media copyright questions;4;916;13324
66;Talk:Fritzl case;1;904;904
67;User talk:Blofeld of SPECTRE;3;901;7616
68;2008 NFL Draft;0;894;2690
68;User talk:Ludvikus;3;894;894
70;Wikipedia:Editor assistance/Requests;4;884;6375
71;Wikipedia talk:Biographies of living persons;5;879;8712
72;Wikipedia talk:Notability (fiction);5;877;5484
73;Wikipedia:Reliable sources/Noticeboard;4;872;6917
74;List of World Wrestling Entertainment employees;0;865;24359
75;Talk:Burma/Myanmar;1;864;925
76;Flavor of Love (season 3);0;858;2297
77;Talk:Barack Obama;1;822;8854
77;Jeremiah Wright controversy;0;822;1004
79;Wikipedia talk:Governance reform;5;813;821
80;Tibet during the Ming Dynasty;0;811;1170
80;2008 IIHF World Championship;0;811;887
82;American Idol (season 7);0;795;3465
83;2008 Stanley Cup Playoffs;0;789;1805
84;Wikipedia talk:WikiProject Football;5;777;10983
84;List of characters in Grand Theft Auto IV;0;777;1902
86;2008 Summer Olympics torch relay;0;762;2084
87;Talk:Allegations of state terrorism by the United States;1;756;12941
88;User:ST47/BAG;2;751;7239
88;User talk:RyRy5;3;751;2521
90;Expelled: No Intelligence Allowed;0;750;2757
91;David Archuleta;0;745;1870
92;Miss Universe 2008;0;744;3012
93;Wikipedia talk:WikiProject Professional wrestling;5;737;16792
94;The Garden of Earthly Delights;0;735;953
95;User:Tangotango/RfA Analysis/Report;2;722;17074
96;JMK2008;0;720;6857
97;Wikipedia:Bureaucrats' noticeboard/RfA Report;4;717;16997
97;User:SQL/RfX Report;2;717;2724
99;2008 fighting in Lebanon;0;716;716
100;User:ST47/NFCC10c;2;714;1958
101;Wikipedia:Pages needing translation into English;4;712;20021
102;User:StatusBot/Status/ClueBot III;2;707;1241
103;Indiana Jones and the Kingdom of the Crystal Skull;0;706;3971
104;Mario Kart Wii;0;705;3011
105;User:ST47/AfD;2;704;4104
106;Talk:2008 Sichuan earthquake;1;700;700
107;Wikipedia:Main Page/Errors;4;697;14572
107;User:ST47/AfDC;2;697;4091
109;Wikipedia:Graphic Lab/Images to improve;4;691;7519
110;Barack Obama;0;687;10458
111;List of Democratic Party (United States) superdelegates, 2008;0;679;2214
112;Dorje Shugden;0;677;1373
113;Dancing with the Stars (U.S. season 6);0;671;1457
114;List of United States political families (Hp-Sc);0;669;669
115;Michael Jackson;0;667;16214
116;E=MC² (Mariah Carey album);0;662;4154
117;Talk:Rosalind Picard;1;651;1228
118;Blackout (Britney Spears album);0;649;11319
119;Texas;0;648;8400
120;User talk:Collectonian;3;627;3442
121;Wikipedia:Wikiquette alerts;4;619;9757
122;Template:Toolserver;10;618;1859
123;Talk:Encyclopedia Dramatica;1;617;617
124;Boris Johnson;0;612;2202
125;Roman Catholic Church;0;603;11427
126;Talk:Hogenakkal Falls;1;602;792
127;Wikipedia:Biographies of living persons/Noticeboard;4;593;12677
128;Here I Stand (Usher album);0;592;1542
129;User talk:Steve Crossin;3;586;2030
130;Formation and evolution of the Solar System;0;581;1607
131;User:Spy007au/Sandbox;2;580;741
132;Bows Against the Barons;0;573;588
133;Magic Johnson;0;571;3080
133;User:Kerres/Sandbox;2;571;1149
135;Charles Lindbergh;0;569;3497
136;Burma;0;568;4738
137;Wikipedia:Centralized discussion/Image placeholders;4;564;1496
138;Wikipedia talk:What Wikipedia is not;5;563;6501
139;Wikipedia talk:Manual of Style;5;562;14309
140;McGill University;0;560;2485
141;Wikipedia talk:WikiProject Spam;5;552;12458
142;Hatem Ben Arfa;0;546;824
143;Wikipedia:Articles for deletion/Encyclopedia Dramatica (2nd nomination);4;542;542
144;Invention;0;538;1489
145;Vladimir Putin;0;536;6114
145;Wikipedia talk:Sandbox;5;536;1529
147;Hard Candy (Madonna album);0;533;3138
148;Dutch Empire;0;522;962
149;Potential superpowers;0;521;521
150;Cloverfield;0;515;4927
150;David Cook (singer);0;515;986
150;William Goodchild;0;515;515
153;User talk:Gary King;3;512;1442
154;User talk:AgnosticPreachersKid;3;510;1907
154;Centrifugal force;0;510;1299
156;Wikipedia:Tutorial (Formatting)/sandbox;4;509;17617
157;World Snooker Championship 2008;0;506;754
158;Wikipedia:Fringe theories/Noticeboard;4;504;3261
158;Survivor: Micronesia;0;504;2115
160;User talk:Alison;3;502;10746
160;Timeline of country and capital changes;0;502;736
162;Tibet;0;495;5286
162;User talk:Realist2;3;495;1597
164;User talk:Stifle;3;493;4238
165;Priory of Sion;0;492;3528
166;User:Jim Sweeney/Sandbox001;2;491;536
167;A Shot at Love II with Tila Tequila;0;490;593
168;Zoey 101;0;489;5773
168;History of computing hardware;0;489;1994
170;London;0;488;8983
171;Wikipedia:Requests for rollback;4;487;3868
171;User:Hakeem.gadi/templatetest;2;487;487
173;Wikipedia:New contributors' help page;4;486;10013
173;Solar energy;0;486;7286
173;South Korea;0;486;0
176;Wikipedia talk:WikiProject Military history;5;484;12542
177;Wikipedia talk:Featured article candidates;5;482;8269
177;User talk:Nightstallion;3;482;7629
179;Talk:Global warming;1;481;16846
179;Talk:AIDS denialism;1;481;1825
179;Template talk:Imbox;11;481;481
182;Premier League 2007-08;0;480;3431
183;2008 NBA Playoffs;0;479;813
183;UEFA Cup 2008-09;0;479;764
183;Memristor;0;479;490
186;User:IL7Soulhunter;2;478;635
187;UEFA Champions League 2008-09;0;475;840
188;User talk:Pedro;3;474;2544
189;2008 in music;0;473;3825
190;The Apprentice (UK Series Four);0;472;921
191;User talk:Jbmurray;3;470;1016
191;Take a Bow (Rihanna song);0;470;667
193;Australia's Next Top Model, Cycle 4;0;469;639
194;Talk:Israel;1;466;7686
194;Democratic Party (United States) presidential primaries, 2008;0;466;2824
196;ICarly;0;465;4131
197;User:Mjroots/sandbox;2;464;1904
198;User:StatusBot/Status/ClueBot;2;462;577
198;Washington Redskins draft history;0;462;462
200;User talk:Tiptoety;3;461;3102
200;User:Wilhelmina Will/Sandbox;2;461;461
202;Thierry Henry;0;459;6072
203;Hillary Rodham Clinton;0;458;9691
204;Wikipedia:Requests for arbitration/Giovanni33/Workshop;4;455;455
205;Wikipedia:Village pump (miscellaneous);4;452;16861
206;User talk:Dihydrogen Monoxide;3;451;3892
206;Girlicious;0;451;453
208;User:Peter I. Vardy/sandbox;2;449;2164
209;Fernando Torres;0;447;4515
209;Good Girl Gone Bad;0;447;3576
209;Thomas Cranmer;0;447;1788
212;Big Brother Australia 2008;0;446;511
212;13 May 2008 Jaipur bombings;0;446;446
214;Iron Man;0;445;3510
214;Kilmarnock;0;445;1023
214;Judgment Day (2008);0;445;449
217;User talk:DGG;3;444;5564
217;List of atheists;0;444;4179
217;One Night Stand (2008);0;444;550
220;User talk:Jimbo Wales;3;443;24552
220;User:SoxBot II/Source;2;443;462
220;Wikipedia:Requests for bureaucratship/Avraham 2;4;443;443
223;Deborah Jeane Palfrey;0;442;567
223;2008 UEFA Champions League Final;0;442;480
225;List of Zoey 101 episodes;0;439;4336
226;Andrianampoinimerina;0;437;476
227;John McCain;0;436;6359
227;Jason Castro;0;436;921
229;Joseph Vijay;0;435;3348
229;User:Ldesilva/Lynn de Silva;2;435;435
229;May 2008 tornado outbreak sequence;0;435;435
232;4 Minutes (Madonna song);0;434;1469
233;YFZ Ranch;0;433;605
234;Science and technology in Canada;0;431;970
235;User talk:David Tombe;3;430;432
236;Talk:Jeremiah Wright controversy;1;428;602
237;Wikipedia:Bot requests;4;426;7615
238;User talk:Shshshsh;3;421;2942
238;User:QuackGuru/Sandbox 4;2;421;1134
240;Wikipedia:Featured article candidates/Roman Catholic Church;4;419;421
241;Eurovision Song Contest 2008;0;418;4577
242;Kuruvi;0;417;1176
243;User talk:Future Perfect at Sunrise;3;416;2755
243;User:RogueMad2;2;416;416
245;Miley Cyrus;0;415;5020
246;User:EA210269/Sandbox;2;414;4539
246;User talk:Basketball110;3;414;2577
248;User:Cyde/List of requests for help;2;411;6582
249;User:Thermochap/Sandbox;2;410;448
250;Sticky & Sweet Tour;0;409;409
251;Woodrow Wilson;0;407;4205
252;User talk:OrphanBot;3;406;33909
252;List of best-selling video games;0;406;7611
254;User talk:BrownHairedGirl;3;405;5303
254;User:Projectlongbeach;2;405;1203
256;Talk:Ulster Defence Regiment;1;404;583
257;Wikipedia:Conflict of interest/Noticeboard;4;403;8974
257;Chris Long (American football);0;403;535
259;Wikipedia:Articles for deletion/Old;4;401;16250
259;User:Xp54321;2;401;413
259;List of United States political families (Sd-Z);0;401;401
262;Donald Bradman;0;400;2353
263;User:StatusBot/Status/ClueBot III/LastEdit;2;399;1417
264;List of Omnitrix aliens;0;396;11160
264;User talk:Diligent Terrier;3;396;1385
264;Wikipedia talk:Featured list candidates;5;396;814
267;List of Brazilian football transfers 2008;0;395;395
268;User talk:Elonka/Hungarian-Slovakian experiment;3;394;800
269;Wikipedia:Good articles;4;393;11845
269;Sonic Unleashed;0;393;1069
269;Talk:On the Jewish Question;1;393;448
269;Tennessee Coal, Iron and Railroad Company;0;393;393
269;Wikipedia:Highly Active Users/North America;4;393;393
274;Talk:Wales;1;391;1581
274;The Doctor's Daughter;0;391;491
276;Wikipedia talk:Highly Active Users;5;390;390
277;Wikipedia:WikiProject Military history/Assessment/Tag & Assess 2008;4;389;432
277;User talk:NawlinWiki;3;389;389
279;Talk:Kosovo;1;388;4333
279;Wikipedia talk:Version 1.0 Editorial Team/Assessment;5;388;817
281;George W. Bush;0;387;40723
281;Kevin James (broadcaster);0;387;417
283;UEFA Champions League 2007-08;0;385;3558
283;User talk:Useight;3;385;957
285;Chris Paul;0;384;1330
286;Talk:Roman Catholic Church;1;383;5111
286;Talk:John Howard;1;383;3362
286;Wikipedia:Requests for adminship/Coppertwig;4;383;391
289;Wikipedia:Autoconfirmed Proposal/Poll;4;382;382
290;Wikipedia:Requests for adminship/Philosopher;4;380;380
291;Chicago Cubs;0;379;5643
291;User:Gary King/to do;2;379;797
293;Wikipedia:Requests for adminship/Jbmurray;4;378;378
294;Didier Drogba;0;377;2700
